age,steps_per_day,active_minutes,sedentary_minutes,sleep_hours,sleep_quality,stress_level,workouts_per_week,diet_quality,hydration_liters,bmi,heart_rate_resting,heart_rate_avg,calories_burned,consistency_score,lifestyle_category,fitness_level
34,11144,121,1065,7.57,7.9,5.34,1,7.69,1.86,16.0,56.5,104.8,1500.0,8.75,Sedentary,Moderate
55,6443,76,952,8.72,7.52,2.91,2,2.76,2.62,26.56,66.4,105.6,1500.0,6.32,Active,Moderate
41,10391,123,1006,6.82,8.35,5.6,1,6.43,3.5,21.78,57.0,104.4,1500.0,9.15,Sedentary,Moderate
22,11440,102,1073,6.52,5.45,7.18,0,5.72,1.04,16.0,59.6,102.2,1500.0,8.21,Sedentary,Moderate
51,8306,97,931,6.12,5.72,6.73,3,5.38,2.49,20.02,66.1,102.4,1500.0,8.06,Active,Moderate
23,5383,75,1017,5.91,6.55,6.52,1,4.25,2.58,26.8,71.7,105.6,1500.0,10.0,Sedentary,Unfit
39,1737,12,1143,7.33,7.83,5.16,2,7.93,2.19,36.09,78.5,122.8,1500.0,8.14,Active,Unfit
28,2636,10,1200,7.84,7.32,6.28,2,7.37,2.26,34.44,76.2,126.7,1500.0,8.29,Active,Unfit
33,8157,82,1031,7.12,10.0,4.23,5,6.68,2.46,25.37,62.4,105.0,1500.0,2.96,Athlete,Moderate
50,10318,106,1019,8.77,9.29,4.59,0,10.0,2.61,18.06,64.8,103.7,1500.0,6.33,Sedentary,Fit
26,7553,103,1112,5.83,4.75,8.15,6,7.48,1.88,21.02,65.9,115.1,1500.0,7.06,Athlete,Moderate
23,4453,37,1122,4.83,4.25,5.81,7,9.33,1.38,29.8,71.2,116.9,1500.0,7.32,Athlete,Unfit
33,3683,16,1100,7.46,6.99,3.33,2,1.39,2.11,31.77,71.8,111.2,1500.0,7.43,Active,Unfit
46,11749,91,1011,8.48,9.54,1.72,6,3.93,3.35,17.31,58.0,80.0,1500.0,3.49,Athlete,Moderate
20,5193,53,1073,4.87,2.8,8.33,3,9.37,2.47,25.47,70.2,93.3,1500.0,4.33,Active,Unfit
37,5291,50,1064,7.07,7.87,7.62,0,10.0,2.51,27.32,72.4,127.8,1500.0,9.98,Sedentary,Moderate
53,7266,96,1125,7.48,8.3,3.77,2,6.76,2.1,31.19,65.7,114.4,1500.0,5.24,Active,Moderate
36,9266,79,1073,5.52,4.5,8.01,2,8.43,2.71,22.12,65.4,109.8,1500.0,6.78,Active,Moderate
43,9260,88,1045,6.05,6.56,4.82,2,10.0,2.08,18.05,60.6,114.2,1500.0,9.37,Active,Moderate
20,8825,94,1075,6.56,6.72,5.73,2,6.53,2.42,19.9,66.4,124.1,1500.0,8.33,Active,Moderate
36,6193,89,1042,6.58,5.02,7.62,1,6.92,2.34,25.48,66.8,103.0,1500.0,8.52,Sedentary,Moderate
37,7075,76,1081,7.46,7.16,6.84,2,5.17,1.9,21.66,62.9,100.1,1500.0,8.21,Active,Moderate
49,11149,117,952,4.88,5.2,8.25,3,6.43,1.56,16.0,58.2,94.4,1500.0,5.12,Active,Unfit
24,5096,33,1138,6.87,5.12,6.19,5,5.4,3.0,30.25,70.5,120.7,1500.0,10.0,Athlete,Unfit
58,5012,38,1119,5.24,5.49,7.13,2,6.64,1.41,29.13,65.3,108.7,1500.0,8.04,Active,Unfit
50,4336,35,1138,4.41,5.59,6.6,3,1.72,3.51,23.82,71.0,107.9,1500.0,10.0,Active,Unfit
57,6372,68,1104,6.8,7.44,5.11,2,5.21,2.16,22.4,68.7,104.3,1500.0,5.89,Active,Moderate
56,5423,56,1054,7.33,9.43,1.64,5,5.32,2.84,26.03,71.9,122.9,1500.0,3.34,Athlete,Moderate
35,7210,62,1071,7.5,4.05,10.0,5,4.66,2.8,27.45,64.1,87.5,1500.0,4.62,Athlete,Unfit
57,4914,66,1003,5.43,2.88,8.49,1,6.64,2.65,23.79,70.2,130.5,1500.0,4.29,Sedentary,Unfit
18,6304,69,1098,6.92,5.78,4.23,3,3.92,2.85,24.53,74.2,120.0,1500.0,7.85,Active,Moderate
28,9082,85,1079,6.31,6.42,6.38,3,4.05,3.18,19.62,64.8,109.1,1500.0,7.93,Active,Moderate
45,8937,78,1083,5.56,5.55,4.3,3,7.37,3.85,20.07,61.5,107.8,1500.0,7.87,Active,Moderate
42,4739,69,1116,4.97,6.25,5.84,3,4.53,3.14,27.59,69.9,104.4,1500.0,9.02,Active,Fit
40,8815,74,1044,6.38,4.56,7.27,6,6.29,2.16,23.84,60.6,96.9,1500.0,8.19,Athlete,Moderate
48,10796,95,998,5.97,6.14,6.88,1,4.74,3.4,16.0,58.7,86.9,1500.0,10.0,Sedentary,Moderate
47,4902,50,1056,7.89,8.82,3.54,2,7.63,2.13,30.73,67.2,107.3,1500.0,4.11,Active,Moderate
59,12231,134,1027,6.37,6.82,4.9,1,6.43,2.97,16.63,50.0,108.5,1500.0,7.2,Sedentary,Moderate
52,4293,42,1096,4.77,5.01,5.66,4,3.85,3.02,30.23,68.7,110.9,1500.0,8.35,Active,Unfit
24,6653,97,1017,6.86,5.24,6.82,1,4.21,1.73,30.41,72.2,111.1,1500.0,7.91,Sedentary,Moderate
33,5968,37,1097,5.03,5.26,9.31,1,5.88,1.31,22.27,69.0,122.2,1500.0,4.68,Sedentary,Unfit
43,4353,41,1130,6.12,6.97,7.88,5,5.57,1.92,27.39,70.0,124.7,1500.0,8.87,Athlete,Unfit
19,3729,18,1052,7.69,10.0,5.92,5,5.91,2.64,32.91,76.2,126.8,1500.0,5.39,Athlete,Unfit
18,6563,76,1011,4.65,3.89,5.89,2,6.68,2.22,20.79,64.9,120.8,1500.0,7.75,Active,Unfit
29,8611,51,1053,7.17,6.53,5.23,5,5.18,2.09,17.34,67.4,124.7,1500.0,9.56,Athlete,Moderate
22,4186,27,1102,6.76,7.53,6.82,6,8.38,2.56,29.76,72.1,120.5,1500.0,9.52,Athlete,Moderate
54,1398,10,1190,6.78,5.45,8.02,3,7.34,2.11,39.97,78.3,108.9,1500.0,7.02,Active,Moderate
49,6367,57,1147,8.2,7.73,1.8,1,5.21,2.51,26.37,65.4,109.4,1500.0,2.88,Sedentary,Moderate
26,5228,51,905,5.19,5.48,8.81,1,5.5,1.93,29.25,70.6,114.5,1500.0,7.82,Sedentary,Unfit
58,7402,72,1125,6.4,4.82,7.8,2,5.75,2.61,27.16,65.9,103.3,1500.0,7.73,Active,Unfit
52,6935,74,964,7.03,6.91,3.85,2,3.97,3.61,25.27,65.2,100.4,1500.0,7.75,Active,Moderate
36,8291,84,1105,3.17,2.67,10.0,3,8.69,1.88,24.96,59.6,104.7,1500.0,3.87,Active,Unfit
33,5524,46,1026,6.35,7.2,6.23,4,5.85,1.97,28.09,68.1,119.0,1500.0,7.26,Active,Moderate
20,7409,49,979,5.41,5.82,5.69,2,4.23,2.42,24.31,64.2,106.5,1500.0,10.0,Active,Moderate
37,6479,59,1060,5.06,1.0,6.68,5,9.09,1.41,28.99,72.2,104.7,1500.0,4.05,Athlete,Moderate
41,5201,61,1088,6.77,5.98,8.65,2,4.25,0.85,27.46,73.7,122.4,1500.0,6.93,Active,Unfit
50,7745,91,967,5.94,6.2,4.91,1,4.48,2.17,23.04,62.3,105.2,1500.0,8.09,Sedentary,Moderate
41,6707,75,1075,5.57,2.8,8.31,1,6.37,2.52,22.09,70.9,102.8,1500.0,6.38,Sedentary,Unfit
28,7319,98,1041,5.01,2.29,10.0,1,3.38,3.6,22.91,63.0,111.5,1500.0,2.8,Sedentary,Unfit
25,6565,37,1012,6.95,7.46,5.58,2,7.41,1.3,29.45,65.4,112.0,1500.0,9.54,Active,Moderate
53,13229,126,1033,6.65,7.67,3.51,2,7.42,3.56,16.0,54.7,103.5,1500.0,4.85,Active,Moderate
55,9310,58,1082,7.42,6.88,6.4,1,5.65,2.89,20.81,63.5,94.9,1500.0,10.0,Sedentary,Moderate
57,8563,98,1059,6.18,5.41,8.26,2,4.04,2.85,19.9,63.4,99.0,1500.0,8.22,Active,Unfit
37,4359,34,1035,6.09,5.52,7.98,0,3.17,1.51,29.44,68.7,119.2,1500.0,8.3,Sedentary,Unfit
52,10470,96,1018,7.57,10.0,4.39,2,4.1,3.14,19.56,58.0,109.0,1500.0,2.42,Active,Moderate
42,7768,84,1131,5.94,1.9,7.42,1,7.17,3.01,19.09,58.1,97.6,1500.0,4.4,Sedentary,Moderate
52,6236,54,1120,5.91,4.51,9.59,1,8.45,1.62,26.19,71.7,119.0,1500.0,4.89,Sedentary,Unfit
42,1000,30,1123,5.85,7.24,4.62,2,4.88,2.26,35.66,75.1,103.8,1500.0,8.03,Active,Unfit
46,9208,114,943,5.77,5.97,3.82,2,5.78,1.68,16.89,63.7,105.1,1500.0,8.22,Active,Moderate
35,6499,67,1011,7.38,8.23,6.8,3,6.44,2.74,28.94,66.2,94.8,1500.0,9.33,Active,Moderate
63,6218,56,1167,6.76,7.12,6.54,4,1.89,3.53,23.61,70.2,113.2,1500.0,7.5,Active,Unfit
35,8553,80,1038,8.11,6.77,5.16,1,7.94,1.84,25.7,56.7,91.3,1500.0,8.88,Sedentary,Moderate
19,9087,105,1003,6.39,6.05,5.72,5,5.84,2.6,17.62,60.2,110.1,1500.0,10.0,Athlete,Moderate
52,5440,70,1025,6.35,5.62,5.59,0,6.9,3.35,29.48,67.6,100.5,1500.0,9.69,Sedentary,Unfit
33,4769,44,1106,8.48,10.0,3.38,7,6.75,2.52,27.33,72.0,118.4,1500.0,2.64,Athlete,Moderate
58,3545,42,1133,5.89,6.18,5.96,3,4.66,1.57,31.06,77.0,109.1,1500.0,9.71,Active,Unfit
53,7211,59,1082,6.21,5.48,6.27,1,5.26,2.26,24.08,63.6,81.9,1500.0,6.46,Sedentary,Unfit
50,9796,101,973,6.76,7.83,6.22,6,7.44,3.04,16.65,59.6,98.3,1500.0,7.88,Athlete,Moderate
21,4818,44,928,5.88,5.74,8.73,2,6.89,2.86,26.94,68.1,107.8,1500.0,7.52,Active,Moderate
50,7889,65,1159,6.91,5.31,7.09,1,2.01,2.34,17.87,65.2,111.0,1500.0,7.08,Sedentary,Unfit
31,6477,45,1058,5.18,2.94,7.24,3,6.92,1.88,24.83,66.1,107.2,1500.0,5.22,Active,Unfit
38,4750,46,1167,6.98,7.48,3.84,5,5.7,2.48,28.91,67.9,116.9,1500.0,7.23,Athlete,Moderate
37,3212,52,1150,8.5,9.44,5.37,2,5.14,3.17,28.19,72.8,116.4,1500.0,4.45,Active,Fit
25,5137,53,1012,5.15,7.39,3.34,2,1.01,2.09,28.15,69.5,103.0,1500.0,5.0,Active,Unfit
24,6310,85,1073,7.56,7.51,5.2,4,6.95,1.71,25.31,66.6,97.9,1500.0,7.94,Active,Moderate
20,11612,88,1086,7.16,4.85,6.51,7,8.54,2.46,17.97,54.0,103.8,1500.0,6.51,Athlete,Moderate
34,6546,76,1095,6.82,6.53,5.79,4,5.14,2.36,32.01,66.9,114.9,1500.0,9.64,Active,Moderate
50,6438,67,967,4.09,1.45,9.49,2,7.14,3.12,26.27,72.9,106.0,1500.0,1.52,Active,Unfit
29,11511,124,1058,6.0,3.73,8.74,4,5.69,2.56,16.0,60.6,97.5,1500.0,4.87,Active,Moderate
39,10037,113,1162,5.17,5.66,9.56,3,6.09,2.19,18.9,60.5,97.3,1500.0,4.61,Active,Moderate
39,7362,61,1125,6.18,4.61,6.75,1,4.97,2.81,23.33,66.9,96.8,1500.0,8.92,Sedentary,Unfit
63,4282,29,1111,8.05,8.94,4.42,1,10.0,3.45,31.8,71.1,108.5,1500.0,5.34,Sedentary,Moderate
47,9768,91,1016,7.71,9.02,4.12,1,8.68,2.41,18.86,61.4,113.1,1500.0,5.35,Sedentary,Moderate
55,3031,36,1094,7.96,5.99,7.12,4,5.99,1.96,34.87,79.1,108.4,1500.0,7.64,Active,Unfit
55,7472,55,1097,8.28,7.54,8.63,3,5.33,4.26,28.7,62.5,108.5,1500.0,8.3,Active,Unfit
62,5480,44,1072,5.29,3.46,8.41,0,8.41,0.5,31.99,77.8,102.8,1500.0,7.09,Sedentary,Moderate
25,7220,81,1159,4.03,4.13,6.62,1,4.98,1.64,25.46,59.0,84.9,1500.0,7.41,Sedentary,Unfit
44,5470,67,1071,5.3,3.9,8.13,1,2.83,2.23,25.2,68.7,112.4,1500.0,6.19,Sedentary,Unfit
44,6129,65,1040,6.43,4.41,8.86,1,9.25,0.64,28.98,68.9,127.1,1500.0,5.87,Sedentary,Unfit
51,11175,104,962,5.71,5.28,6.6,1,5.79,3.19,16.0,61.2,92.7,1500.0,8.31,Sedentary,Moderate
38,2691,39,1056,5.08,3.07,10.0,3,2.42,2.07,31.2,77.9,102.9,1500.0,3.57,Active,Unfit
47,6295,84,959,6.41,7.89,5.76,4,6.99,4.42,26.66,71.4,104.1,1500.0,7.97,Active,Moderate
50,5852,55,1083,7.23,7.17,5.51,5,2.91,3.01,29.73,70.5,113.5,1500.0,9.67,Athlete,Moderate
45,6641,46,1060,8.05,9.42,5.76,3,5.99,2.53,27.88,66.3,125.8,1500.0,8.95,Active,Moderate
64,1098,19,1200,6.89,7.39,6.11,2,6.74,1.71,31.45,81.5,114.6,1500.0,9.58,Active,Unfit
50,6185,45,1194,6.56,7.94,3.82,3,7.88,1.53,29.83,63.3,92.7,1500.0,5.6,Active,Moderate
22,7890,78,903,7.68,7.3,4.96,4,8.46,2.73,22.84,62.8,98.8,1500.0,8.15,Active,Moderate
36,8817,77,1025,8.25,6.75,5.08,5,10.0,1.89,16.0,60.6,101.3,1500.0,7.93,Athlete,Moderate
21,8782,75,1041,5.02,3.16,7.82,1,6.4,1.76,21.42,60.4,108.1,1500.0,6.3,Sedentary,Moderate
52,6314,71,1083,6.74,7.55,6.12,6,4.16,2.23,24.3,67.7,101.6,1500.0,8.84,Athlete,Moderate
34,2556,35,1197,5.6,7.89,3.79,1,6.28,2.87,34.45,71.3,98.1,1500.0,5.44,Sedentary,Unfit
61,7504,79,981,9.35,10.0,1.41,4,5.94,2.69,21.04,71.0,107.5,1500.0,1.0,Active,Moderate
45,8311,91,996,6.18,2.45,10.0,5,5.24,2.09,23.59,65.7,103.3,1500.0,2.09,Athlete,Unfit
47,8799,104,956,5.54,5.61,7.96,2,3.77,1.59,20.1,60.8,96.7,1500.0,8.63,Active,Moderate
46,6968,54,1128,6.63,7.5,5.67,1,5.45,3.31,22.0,72.3,100.4,1500.0,7.71,Sedentary,Moderate
63,6384,75,1079,8.42,8.32,6.58,5,3.72,1.13,24.77,69.4,107.7,1500.0,8.04,Athlete,Moderate
23,6717,64,1101,8.35,10.0,2.2,5,6.23,1.41,27.23,67.0,96.1,1500.0,2.1,Athlete,Moderate
52,7968,58,1072,6.43,6.37,6.44,1,2.51,1.21,23.99,64.4,97.2,1500.0,8.46,Sedentary,Unfit
58,1076,36,1067,7.26,10.0,3.74,2,4.79,3.05,39.3,75.6,120.1,1500.0,3.29,Active,Unfit
54,3964,37,1026,5.24,6.41,6.73,1,2.88,3.39,27.57,72.2,117.8,1500.0,9.52,Sedentary,Fit
41,6876,79,1037,6.08,5.22,6.07,3,4.86,3.56,24.71,59.8,80.0,1500.0,8.11,Active,Moderate
46,5159,52,1067,6.24,8.31,3.76,2,7.35,2.89,30.43,66.2,97.3,1500.0,6.33,Active,Moderate
63,5838,81,1098,7.29,5.23,6.21,3,7.03,1.38,23.67,65.2,93.2,1500.0,9.82,Active,Moderate
48,7149,59,1151,5.55,6.27,4.69,0,9.65,3.09,20.62,66.3,106.5,1500.0,7.9,Sedentary,Moderate
52,9776,106,1030,7.07,5.61,4.81,3,5.93,3.17,16.0,56.9,89.7,1500.0,10.0,Active,Moderate
50,13007,133,1004,6.12,5.35,8.57,3,8.28,3.96,16.0,52.8,88.5,1500.0,7.45,Active,Moderate
38,8650,87,1147,6.95,7.59,6.58,5,7.76,0.81,16.65,60.3,92.9,1500.0,9.92,Athlete,Moderate
49,7448,65,1065,4.99,4.93,6.14,3,2.49,3.09,22.21,67.0,97.5,1500.0,8.78,Active,Unfit
40,6250,48,1018,4.25,1.82,10.0,2,5.53,2.83,27.7,73.3,120.5,1500.0,2.21,Active,Unfit
50,5431,61,1025,6.17,5.19,7.55,5,6.65,3.15,25.84,73.7,109.5,1500.0,6.91,Athlete,Moderate
20,7407,66,1051,5.18,7.39,5.56,4,4.1,3.6,20.93,64.1,97.2,1500.0,10.0,Active,Moderate
35,5822,51,1096,8.78,8.77,5.53,1,5.2,2.91,25.18,66.0,108.2,1500.0,6.25,Sedentary,Moderate
42,6895,57,1056,8.7,7.88,5.82,7,7.65,2.32,19.28,68.2,103.8,1500.0,7.19,Athlete,Moderate
59,8602,94,1016,6.15,3.68,7.96,5,4.75,3.36,22.86,60.6,101.0,1500.0,5.5,Athlete,Moderate
48,5159,55,1146,9.52,10.0,2.31,4,6.22,2.72,25.59,68.5,120.4,1500.0,1.23,Active,Moderate
20,13170,141,1037,4.15,6.62,5.97,1,7.1,3.3,16.0,50.0,80.0,1500.0,10.0,Sedentary,Moderate
57,7410,89,1094,8.05,9.96,1.0,3,9.63,2.46,26.28,64.5,99.2,1500.0,1.0,Active,Fit
63,2767,39,1062,9.87,9.61,6.18,6,6.45,1.93,35.53,80.4,115.5,1500.0,5.58,Athlete,Moderate
41,8024,77,1025,6.56,7.02,8.17,1,3.57,2.29,16.0,69.4,119.6,1500.0,7.8,Sedentary,Unfit
49,6911,73,995,6.35,6.18,4.88,6,3.59,1.8,22.85,67.9,96.4,1500.0,7.11,Athlete,Moderate
64,2308,34,1090,5.4,4.92,6.64,3,9.64,1.59,36.17,80.7,114.0,1500.0,6.94,Active,Unfit
39,6617,60,1102,6.4,6.73,2.98,6,6.39,1.55,22.5,66.2,109.1,1500.0,6.38,Athlete,Moderate
40,3598,64,1068,5.77,5.07,5.25,5,5.16,1.35,30.98,69.3,117.6,1500.0,9.04,Athlete,Unfit
19,10332,92,1082,5.68,4.44,8.06,3,6.98,2.65,20.08,63.5,97.4,1500.0,6.63,Active,Unfit
44,5297,50,1063,3.22,1.68,7.96,4,7.1,4.25,25.63,65.3,89.8,1500.0,2.52,Active,Unfit
59,4440,30,1117,7.53,8.36,2.29,2,3.7,2.54,32.14,69.8,126.5,1500.0,2.74,Active,Unfit
19,7016,74,1130,6.4,4.92,5.13,3,7.8,3.93,25.21,71.8,102.1,1500.0,10.0,Active,Moderate
43,7497,77,1079,6.49,4.46,8.26,3,8.35,4.0,18.89,64.0,102.6,1500.0,7.96,Active,Unfit
34,5796,54,1143,6.55,6.05,6.28,2,8.78,2.27,26.15,67.9,96.3,1500.0,10.0,Active,Moderate
57,3671,57,1143,6.73,5.48,7.88,3,6.88,2.41,34.97,73.9,102.7,1500.0,7.82,Active,Unfit
50,3988,44,1049,5.24,6.21,9.09,1,6.37,1.93,28.46,71.8,112.2,1500.0,7.12,Sedentary,Unfit
26,3371,43,1040,5.66,6.54,6.83,5,6.31,2.4,32.28,72.6,128.6,1500.0,8.63,Athlete,Unfit
60,9544,117,1002,5.91,2.99,9.21,0,5.4,1.62,16.0,60.4,90.5,1500.0,5.39,Sedentary,Unfit
56,8422,113,1143,7.82,7.22,3.08,4,7.4,2.42,24.4,63.7,87.2,1500.0,5.25,Active,Moderate
46,10401,125,1028,7.6,7.58,3.73,5,3.77,1.58,16.0,58.4,103.4,1500.0,6.35,Athlete,Moderate
59,8632,95,981,5.55,7.37,4.43,1,4.54,1.41,21.46,69.6,116.3,1500.0,6.87,Sedentary,Moderate
43,6951,87,1021,6.06,6.48,6.37,2,3.38,1.45,26.2,67.9,92.9,1500.0,9.78,Active,Moderate
52,3070,40,1122,10.0,8.23,3.43,3,4.21,1.4,32.32,71.4,113.3,1500.0,4.86,Active,Fit
42,1721,10,1200,7.62,9.81,6.59,2,8.88,3.4,33.91,74.8,112.0,1500.0,8.77,Active,Unfit
41,5954,46,1138,4.81,5.05,7.02,2,4.61,2.94,26.63,67.4,115.5,1500.0,7.62,Active,Unfit
30,10026,79,1059,6.08,6.07,7.6,2,5.78,0.5,16.0,64.7,119.2,1500.0,9.35,Active,Moderate
24,5787,30,1112,6.96,8.11,6.76,4,5.7,1.78,25.66,66.7,111.8,1500.0,9.39,Active,Moderate
53,5870,53,1091,6.28,5.02,7.7,5,6.24,1.65,28.65,69.1,117.9,1500.0,7.86,Athlete,Moderate
62,8243,71,1049,6.52,4.97,7.69,4,3.41,2.78,20.88,61.3,93.6,1500.0,6.99,Active,Fit
37,3943,30,1051,8.01,10.0,6.37,1,6.15,2.86,27.38,63.2,112.4,1500.0,6.13,Sedentary,Unfit
18,7275,70,1131,6.1,6.26,3.12,2,5.38,4.06,23.04,68.0,98.8,1500.0,3.99,Active,Moderate
25,4356,52,1020,6.28,6.38,9.06,2,4.1,2.79,30.46,65.6,105.6,1500.0,6.56,Active,Unfit
63,3052,43,1001,6.17,7.43,6.0,4,6.18,2.34,34.02,78.9,105.3,1500.0,8.12,Active,Unfit
33,14221,130,990,6.05,6.75,5.9,4,5.6,2.95,16.0,56.7,88.4,1500.0,8.07,Active,Moderate
31,9101,92,1006,7.35,8.87,4.63,2,4.53,3.19,16.98,64.1,122.8,1500.0,4.94,Active,Moderate
29,3786,27,1096,7.81,8.52,7.18,1,7.64,3.71,28.72,74.9,114.8,1500.0,8.65,Sedentary,Unfit
40,9721,123,1015,7.05,8.01,3.47,2,5.58,2.71,16.0,61.1,110.2,1500.0,5.86,Active,Moderate
32,8856,94,1134,5.68,4.01,6.97,4,6.7,3.58,22.76,63.4,93.7,1500.0,6.85,Active,Moderate
45,10946,110,1102,4.97,4.28,8.51,6,6.05,2.1,16.37,59.6,97.1,1500.0,5.82,Athlete,Unfit
51,11380,102,1013,9.05,9.38,3.98,3,4.75,2.43,16.0,51.8,81.5,1500.0,5.01,Active,Moderate
19,5857,52,1076,4.97,5.45,6.97,2,4.68,3.3,27.8,71.8,120.9,1500.0,10.0,Active,Unfit
49,5475,51,1076,7.63,7.63,6.74,4,9.26,1.92,26.95,68.1,101.0,1500.0,8.45,Active,Moderate
40,5600,62,1047,7.3,8.42,3.88,0,6.42,2.04,28.53,65.7,106.9,1500.0,6.75,Sedentary,Moderate
39,5383,65,1138,5.28,6.21,7.46,4,4.23,1.98,26.27,68.2,105.3,1500.0,10.0,Active,Unfit
42,4701,30,1154,6.22,8.05,3.85,3,4.76,2.07,33.62,69.9,114.8,1500.0,6.24,Active,Unfit
39,6067,24,1102,7.69,6.86,6.29,2,8.16,2.39,19.46,68.8,80.0,1500.0,10.0,Active,Unfit
39,6271,57,1104,7.05,8.24,7.08,4,5.57,1.3,29.87,64.4,113.0,1500.0,8.3,Active,Moderate
59,7993,72,1097,8.08,7.81,3.48,4,3.56,1.72,20.71,61.9,100.3,1500.0,4.94,Active,Moderate
23,10742,106,963,8.33,10.0,3.56,6,6.79,2.18,18.59,56.4,93.7,1500.0,3.23,Athlete,Fit
32,7465,49,1140,7.25,7.52,6.91,3,4.35,4.09,27.61,70.9,106.1,1500.0,8.38,Active,Moderate
60,4419,41,1056,7.16,8.1,4.42,3,6.79,2.12,22.98,74.3,115.1,1500.0,6.0,Active,Moderate
54,8618,101,1124,5.47,5.04,5.58,2,6.33,2.07,21.65,60.0,101.3,1500.0,9.22,Active,Moderate
50,6750,70,1064,3.93,5.29,6.85,1,6.29,3.48,29.21,67.4,109.1,1500.0,8.21,Sedentary,Unfit
25,11275,122,960,4.32,5.08,7.64,6,7.45,2.66,16.0,61.8,96.9,1500.0,6.09,Athlete,Moderate
61,5483,60,1050,5.91,6.67,7.07,6,7.44,2.88,31.12,67.1,100.5,1500.0,9.74,Athlete,Moderate
61,6773,75,1003,6.7,4.94,5.95,3,6.01,3.3,26.92,71.6,121.1,1500.0,10.0,Active,Moderate
22,2503,22,1174,7.4,6.31,7.55,2,3.99,2.28,31.89,79.6,128.9,1500.0,9.44,Active,Unfit
56,6195,83,1081,5.95,8.54,4.67,3,4.91,2.02,28.17,63.5,121.3,1500.0,5.74,Active,Moderate
21,6534,57,1022,5.77,6.72,6.29,3,6.21,2.48,26.19,69.7,124.8,1500.0,9.89,Active,Moderate
23,6111,63,965,7.28,7.85,6.31,0,6.27,3.97,27.08,72.9,113.1,1500.0,7.82,Sedentary,Moderate
62,7759,90,1008,6.91,6.6,5.42,1,4.82,1.93,21.21,66.8,105.2,1500.0,8.38,Sedentary,Moderate
49,9166,78,1068,5.0,5.45,8.19,6,4.44,2.92,19.98,62.7,106.2,1500.0,7.47,Athlete,Unfit
47,6232,78,996,5.2,9.44,6.67,1,4.05,2.82,23.0,66.0,125.7,1500.0,6.87,Sedentary,Moderate
64,8725,105,1115,7.08,4.19,3.65,3,4.82,2.51,18.13,67.1,91.8,1500.0,8.25,Active,Moderate
52,7558,61,942,7.71,6.91,4.37,4,7.58,2.67,21.85,65.9,105.0,1500.0,8.19,Active,Moderate
57,7702,79,1026,6.86,7.33,4.72,5,8.66,1.97,30.54,67.5,94.1,1500.0,6.63,Athlete,Moderate
33,3424,19,1193,5.06,1.06,10.0,2,9.37,3.01,33.31,74.9,108.6,1500.0,1.0,Active,Unfit
30,7188,75,904,6.46,6.77,7.04,0,10.0,1.68,24.34,70.8,112.7,1500.0,9.09,Sedentary,Moderate
59,5711,51,1111,4.81,4.45,6.41,6,5.71,3.77,27.8,73.1,118.6,1500.0,7.07,Athlete,Unfit
47,8508,65,1173,5.35,8.19,6.37,1,8.36,1.85,20.14,59.9,91.8,1500.0,10.0,Sedentary,Moderate
36,13537,102,1078,5.94,7.32,6.26,2,5.66,0.68,16.0,54.9,114.6,1500.0,9.55,Active,Moderate
34,9193,94,947,5.26,6.07,6.08,4,4.09,3.31,16.11,62.9,107.6,1500.0,10.0,Active,Unfit
36,5026,46,1086,4.3,4.35,2.64,2,10.0,2.01,34.31,68.0,124.7,1500.0,10.0,Active,Unfit
45,7613,84,1050,7.88,9.0,2.4,1,5.18,3.29,27.81,54.2,117.0,1500.0,4.32,Sedentary,Moderate
43,9531,83,1117,5.56,7.7,3.47,4,7.53,1.04,23.05,65.0,97.8,1500.0,4.77,Active,Moderate
54,7699,74,954,6.46,8.25,2.8,5,8.03,1.99,24.04,66.2,108.0,1500.0,5.53,Athlete,Fit
43,6842,64,1134,5.97,5.41,5.34,2,6.01,2.61,26.2,70.2,104.3,1500.0,10.0,Active,Moderate
40,3813,45,1149,4.76,7.04,4.61,3,7.75,3.03,33.36,72.7,115.5,1500.0,9.67,Active,Unfit
26,10720,117,910,6.03,6.87,4.96,1,9.2,1.95,17.79,61.6,113.8,1500.0,7.89,Sedentary,Moderate
29,1811,26,1152,6.34,7.5,4.99,7,3.98,2.34,38.66,75.3,119.1,1500.0,6.83,Athlete,Unfit
18,4712,47,1061,7.07,8.04,7.38,2,6.61,4.2,26.42,74.9,122.0,1500.0,9.47,Active,Unfit
18,5747,56,1120,5.49,3.69,5.77,4,6.28,1.95,26.22,68.4,95.4,1500.0,6.18,Active,Unfit
64,5330,35,1132,5.09,4.95,8.74,4,7.57,2.64,25.18,71.1,111.9,1500.0,5.53,Active,Unfit
51,12498,108,1048,8.43,6.0,6.69,1,2.61,3.41,16.0,55.3,107.0,1500.0,9.13,Sedentary,Moderate
49,3665,29,1200,6.57,6.14,5.92,1,4.64,4.44,30.95,75.5,112.1,1500.0,8.7,Sedentary,Unfit
42,8885,92,1073,6.71,6.08,7.66,7,7.92,2.75,20.73,63.0,107.6,1500.0,9.03,Athlete,Moderate
57,6360,62,1100,8.0,5.59,7.74,1,3.32,2.86,27.2,72.6,123.6,1500.0,9.77,Sedentary,Unfit
62,10753,114,1104,6.35,6.37,4.28,2,5.68,2.07,16.59,55.1,113.5,1500.0,9.22,Active,Fit
